달,날짜,기사 제목,감정 수치
한겨레,20190426, 사설  판문점 선언 1돌  다시 시험대 선  한반도 평화 ,-1
한겨레,20190428, 사설   직장 내 갑질  여전한 사회  법과 인식 바뀌어야,0
한겨레,20190430, 사설  문재인 대통령 이재용 부회장 만남을 바라보는 여러 시선,0
한겨레,20190430, 사설  첫발 뗀  검찰 선거 개혁   입법 결실로 이어져야,0
한겨레,20190501, 사설   노동이 자랑스러운 나라 를 만들려면,1
한겨레,20190502, 사설  문 대통령의  원칙 있는 협치  발언을 주목한다,0
한겨레,20190503, 사설   광주의 분노 를  지역감정 으로 호도한 황교안 대표,-1
한겨레,20190505, 사설  부양의무제 폐지  예산 이유로 머뭇대는 기재부,0
한겨레,20190505, 사설   압박 넘어 대화  필요 확인시킨 북한의  무력시위 ,-1
한겨레,20190505, 사설   재벌개혁 후퇴  반박한 김상조 위원장  행동으로 보여줘야,-1
한겨레,20190506, 사설   민생  외면한  빈손 국회   더는 안 된다,0
한겨레,20190508, 사설  문재인 정부 2년  개혁과 통합에 박차 가하길,1
한겨레,20190508, 사설  이인영 새 민주당 원내대표에 거는 기대,1
한겨레,20190509, 사설  북한이  미사일 발사 로 얻을 수 있는 건 없다,-1
한겨레,20190510, 사설  여야정   직무유기 국회  정상화 해법 찾을 때다,-1
한겨레,20190512,이인영 임종석 그리고 황교안의  가짜뉴스  유포,-1
한겨레,20190512, 사설  대화 열어놓는 트럼프  북한도 적극 호응해야,-2
한겨레,20190513, 사설  5 18 기념식 참석 전에 황교안 대표가 해야 할 일,-1
한겨레,20190514, 사설   정치 복원  위한 회담  형식보다 내용에 집중해야,-1
한겨레,20190515, 사설  비핵화 협상과 별개로  대북 식량지원  서둘러야,-1
한겨레,20190516, 사설   북 미 교착  돌파구 여는 한 미 정상회담 돼야,1
한겨레,20190517, 사설  막말 비판이  민노총 언론 탓 이라는 나경원의 궤변,-1
한겨레,20190519, 사설  5 18 특별법 개정해  왜곡 폄훼  단죄할 때다,-2
한겨레,20190522, 사설  노무현 10주기  여전히 못다 이룬  진보의 꿈 ,0
한겨레,20190523, 사설   외교기밀  빼내 정치공세 편 한국당  제정신인가,1
한겨레,20190526, 사설  여야 지도자들 형식 불문하고 만나 민생 돌봐야,0
한겨레,20190528, 사설  인보사 사태   허가 취소 로 끝날 일 아니다,-1
한겨레,20190528, 사설   야당 탄압  강변하는 강효상 의원의 적반하장,0
한겨레,20190530, 사설  부다페스트  유람선 참사   구명조끼도 없었다니,0
한겨레,20190531, 사설  자유한국당   막말  그만하고 국회 돌아와 민생 챙겨야,0
한겨레,20190602, 사설  민경욱 의원은 실종자 가족 마음 헤아려봤는가,0
한겨레,20190603, 사설  가정용만 손댄  전기요금 누진제  개편안의 한계,1
한겨레,20190604, 사설  황교안 대표   일대일 회담  형식에 집착할 때 아니다,-1
한겨레,20190604, 사설  고용안전망 사각지대 줄여줄  국민취업지원제 ,1
한겨레,20190605, 사설  대북  인도적 지원  결정   식량 지원 으로 이어져야,1
한겨레,20190607, 사설  이념 갈등 넘자는데  김원봉 논란 으로 발목잡아서야,0
한겨레,20190607, 사설  4대강 삽질 10년  정치권의 볼모 된  재자연화 ,-1
한겨레,20190609, 사설   청와대 진격  선동 전광훈 목사  목회자 자격 없다,-1
한겨레,20190609, 사설  북 미 교착 돌파구 여는  오슬로 선언  기대한다,1
한겨레,20190610, 사설  6 10민주항쟁 32돌  차별 소외 없는 민주주의로 도약할 때,-1
한겨레,20190611, 사설  말로만  민생 경제   국회는 언제까지 외면할 건가,0
한겨레,20190612, 사설  문 대통령  6월 남북 정상 만나야  북도 화답하길,0
한겨레,20190613, 사설  차기 검찰총장   검찰 개혁  소신이 최우선 기준 돼야,0
한겨레,20190617, 사설  윤석열 후보   개혁 쇄신 으로 국민 신뢰 다시 찾길,1
한겨레,20190620,시진핑  한반도 문제  정치적 해결 지지 ,-1
한겨레,20190620, 사설  자사고 취소  고교체제 개편논의 속도내는 계기로,0
한겨레,20190620,공항 금수산궁전 2차례 환영식  극진예우  25만 인파  만세 ,0
한겨레,20190621, 사설  신공항 재검토   정치 논리 로 흘러선 안된다,1
한겨레,20190621, 사설   청와대 경제팀  전격 개편  정책 성과로 답해야,-1
한겨레,20190623, 사설  민주노총 위원장 구속  노 정 파국은 막아야,1
한겨레,20190624, 사설   G20 일정 찼다 는 아베  한 일 관계 방치할 셈인가,1
한겨레,20190625, 사설  임박한 급식 우편 파업  정부에 해결 책임 있다,-1
한겨레,20190626, 사설  조국  법무장관 기용 검토 를 보는 우려의 시선,0
한겨레,20190626, 사설  주목되는 문 대통령의  3차 북 미 정상회담  발언,1
한겨레,20190627, 사설  북한의  비핵화 대화 의지  확인한 한 중 정상회담,0
한겨레,20190628, 사설  40여년 만의  간첩 조작  사과  이제 국가가 법적조처 나설 때,0
한겨레,20190630, 사설   한반도 평화  이정표 세운 남북미 정상의 판문점 만남,1
한겨레,20190701, 사설  기대감 높이는 북 미 비핵화 실무협상,-1
한겨레,20190702, 사설   좌파 언론 탓  하더니 이젠  황당 제소 까지 하나,0
한겨레,20190704, 사설  나경원 원내대표의 노골적  반노동  인식  할 말이 없다,-1
한겨레,20190704, 사설  윤소하 원내대표 협박은  야만  그 자체다,-1
한겨레,20190705, 사설  일본의 보복이  한국 정부 책임 이라는 터무니없는 주장,-1
한겨레,20190707, 사설  일본  보복 에 맞대응  단기 처방에 그쳐선 안 된다,0
한겨레,20190708, 사설  문 대통령의  성의 있는 협의  촉구  일본 화답할 때,-1
한겨레,20190710, 사설   일본 보복에 공동 대응  뜻 모은 문 대통령과 재계,0
한겨레,20190711, 사설   일본 대응  위한 청와대 회동 참석이  들러리 라는 황교안 대표,0
한겨레,20190712, 사설  노동자에 가혹한 현실 된 최저임금  속도조절 ,0
한겨레,20190714, 사설   제재 확대  강행하는 일본과 황 대표의 그릇된 인식,-1
한겨레,20190715, 사설  대통령과 5당 대표 회동   초당적 협력  계기 되려면,0
한겨레,20190716, 사설  윤석열 차기 검찰총장  책임이 무겁다,-1
한겨레,20190716, 사설   추경  둘러싼 끝없는 정쟁  부끄럽지도 않나,1
한겨레,20190717, 사설   혐한  부추기는 조선일보 등의 일본어판 제목  왜곡 ,-1
한겨레,20190718, 사설  문 대통령 5당 대표의  일본 초당적 대응  환영한다,0
한겨레,20190721, 사설  여야   추경 무산  남 탓 말고 타협점 찾으라,0
한겨레,20190722,블룸버그  아베  한국 상대 어리석은 무역전쟁 승산 없다 ,-2
한겨레,20190726, 사설   윤석열 검찰  출발  국민과 함께하는 개혁의 길로,1
한겨레,20190726, 사설  청와대 개편  비서실 긴장 불어넣고 국정 다잡아야,1
한겨레,20190726, 사설   상산고 사태  자초한 정부  정책 혼선 누가 책임지나,1
한겨레,20190728, 사설  북은 대남 압박 거두고  남도 북쪽 사정 헤아리길,1
한겨레,20190729, 사설  도 넘은  안보 막말   자유한국당 행태 지나치다,-1
한겨레,20190730, 사설  다각적  대화 노력   일본의 태도 변화를 촉구한다,-2
한겨레,20190731, 사설   윤소하 협박  진보단체 간부 구속  극단은 정당화 될 수 없다,-2
한겨레,20190802, 사설  끝내  파국  택한 아베   국가 역량  총결집해 맞서야,-1
한겨레,20190805, 사설  제천영화제  일본 작품  상영 결정  바람직하다,1
한겨레,20190805, 사설   소재 부품 탈일본   대 중소기업 협력이 관건이다,-1
한겨레,20190806, 사설   노 재팬  아닌  노 아베   지혜롭고 성숙한 대응을,2
한겨레,20190808, 사설  멈칫한 일본   명분 쌓기  아니라면  협상  응하라,0
한겨레,20190809, 사설  엄중한 정세 속  개각   국정 다잡는 계기 돼야,1
한겨레,20190811, 사설   한국콜마   DHC  불매운동이 말하는 것,1
한겨레,20190812, 김이택 칼럼  어떤 독백,-1
한겨레,20190814, 사설   미래로 가자 는 황 대표  말보다 실천으로 보여주길,0
한겨레,20190815, 사설   자강 과  극일 의 길 제시한 문 대통령 경축사,0
한겨레,20190816, 사설  미사일 쏘며  8 15 경축사  막말로 비하한 북한,0
한겨레,20190816, 사설  또  장외투쟁  자유한국당  민심 외면 자초할 뿐이다,0
한겨레,20190818, 사설  한일 한반도 격랑 속 되새기는  DJ의 평화 정신 ,-1
한겨레,20190820, 사설  한 일 외교장관 회담   관계 정상화  돌파구 찾기를,0
한겨레,20190821,비건   러시아 대사설  일축  북한한테 연락 오는대로 협상 시작 ,0
한겨레,20190821, 사설  수도권 인구 50  돌파  강 건너 불구경만 할 건가,0
한겨레,20190822, 사설  한 일 정보협정 종료  아베 정부가 자초했다,1
한겨레,20190823, 사설   조국 청문회  조속히 열어 엄정한 국민 판단 구해야,-1
한겨레,20190823,일본엔  침묵  한국엔  실망  미 동맹외교의 민낯,-1
한겨레,20190828, 사설  대화 거부하고 끝내  백색국가  제외 강행한 일본,-1
한겨레,20190829, 사설   재정 확장적  내년 예산   반대 위한 반대  옳지 않다,-1
한겨레,20190901, 사설   지역감정 망령  다시 불러낸 나경원  제정신인가,1
한겨레,20190901, 사설  무산 위기  조국 청문회   반드시 열어야 한다,-1
한겨레,20190902, 사설   간토 대학살  외면한 일본   폴란드 침공  사죄한 독일,-2
한겨레,20190902, 사설   대입 공정성  논란  교육체제 근본 논의 해보자,-1
한겨레,20190903, 사설  국회 책임 방기한  장외 청문회   여야 모두 자성을,0
한겨레,20190904, 사설  여야  조국 청문회  합의  검증과 판단의 장이 되길,0
한겨레,20190908, 사설  검찰개혁 당위성 드러낸  윤석열 검찰 의 폭주,0
한겨레,20190909, 왜냐면  공공어린이재활병원 건립이 시급하다   김미희,-2
한겨레,20190909, 사설  조국 장관 임명   검찰개혁  가시적 성과로 답해야,-2
한겨레,20190911, 사설   조국 논란  보는 청년세대 박탈감 직시해야,-2
한겨레,20190915, 사설   북 미 협상  시점의  한 미 정상회담 을 주목한다,1
한겨레,20190917, 사설   교육 불평등  해소 논의  거꾸로  돌리는 정치권,-2
한겨레,20190918, 사설  내년 총선 의식하는 인권위의 부적절한 처신,1
한겨레,20190918, 사설  첩첩산중  정년 연장  논의  피할 수 없는 길이다,1
한겨레,20190919, 조국 보도   조심했다지만 과연 신중했나,1
한겨레,20190920, 사설  문 대통령 최저 지지율 40 가 말하는 것,-1
한겨레,20190920, 사설  국제사회 흐름과 거꾸로 가는 기후위기 대응,-1
한겨레,20190922, 사설  문 대통령 방미  북핵  새 해법  찾는 계기 되길,-1
한겨레,20190922, 사설   과거로 되돌아가자 는 자유한국당의  민부론 ,0
한겨레,20190925, 사설  한 미  대북 안전보장  천명  북 미 협상 돌파구 되길,1
한겨레,20190925, 사설  국정원의  민간 사찰   감찰만으론 근절 안된다,1
한겨레,20190926, 사설  학종 실태조사   입시 특혜  바로잡는 출발점 돼야,0
한겨레,20190927, 사설   과도한 검찰권 행사  경고한 문 대통령,-1
한겨레,20190930, 사설  검찰  수사관행 개혁하라는  촛불 요구 에 답해야,-1
한겨레,20190930, 사설  복지지출 OECD 꼴찌   과잉 복지  타령할 때 아니다,-2
한겨레,20191001, 사설  윤석열 총장  개혁  약속  말보다 실천이 중요하다,1
한겨레,20191002, 사설   집값 안정 의지  의심케 하는  분양가 상한제  유예,-1
한겨레,20191003, 사설   서초동 대 광화문 식 세 대결은 안 된다,-1
한겨레,20191007, 사설  국회의 검찰개혁 논의  정국 타개 단초 되길,1
한겨레,20191008, 사설  주 52시간제 갈등  국회 입법 통한 보완이 정도다,1
한겨레,20191009, 주주통신원의 눈   검찰개혁  위해 한겨레가 더 분발하길   김광철,-1
한겨레,20191009, 사설  공공기관이  외래어 사용  앞장서는 부끄러운 현실,0
한겨레,20191010, 사설  일본의 수출규제 100일  아베 정부의 태도 변화를 촉구한다,-2
한겨레,20191013, 사설  이 총리  일왕 즉위식  참석  한 일 관계 돌파구 되길,0
한겨레,20191014, 사설  조국 장관 사퇴   검찰개혁  성공의 밑거름 되길,1
한겨레,20191016, 사설   친기업 반기업 의 이분법  이젠 넘어설 때,0
한겨레,20191016, 사설  부마항쟁 40돌  민주화운동 역사 온전한 복원을,0
한겨레,20191017, 사설  반환점 앞둔 문재인 정부   민생과 개혁  집중할 때,1
한겨레,20191018, 사설   MB 때가 쿨했다 는 윤석열의 황당한 중립론,-1
한겨레,20191018, 사설  집값 불안케 하는  경기 부양 이어선 안 된다,-1
한겨레,20191018, 사설  문 대통령  친서  전달 예정  일본도 호응해야,-1
한겨레,20191020, 사설   조국 사퇴  이후 과제  국회가 입법으로 수렴해야,-1
한겨레,20191021, 사설  막 오른 예산 심사  국회  5대 구태  버릴 때다,0
한겨레,20191022, 사설  평화 강조한 일왕 즉위식   동북아 협력  계기 되길,-1
한겨레,20191022, 사설  국민 피부에 와닿는  공정 개혁  실현이 관건,1
한겨레,20191023, 사설  교육현장 혼란 몰고 온 대통령의  정시확대  언급,1
한겨레,20191025, 사설   표창원 불출마  정치권 성찰 계기 되길,1
한겨레,20191025, 사설   불평등 세습  막을 교육개혁  차질 없이 추진해야,-2
한겨레,20191027, 사설   금강산 관광 문제   남북이 만나 돌파구 찾아야,0
한겨레,20191028, 사설   조국 이후  상황 엄중함 깨닫고  쇄신  고민해야,-1
한겨레,20191028, 사설  도 넘은 대통령 비하   벌거벗은 자유한국당 ,-1
한겨레,20191030, 사설   형사사건 공개 금지 로 절실해진 검찰개혁 입법,-1
한겨레,20191031, 사설  5 18특별법 개정  이젠  진상규명  훼방 말아야,0
한겨레,20191031, 사설   김정은 조의문  다음날 동해로 발사체 쏜 북한,-1
한겨레,20191101, 사설   분양가 상한제  내주 지정   집값 안정  의지 보여줘야,0
한겨레,20191104, 사설  한 일 정상  깜짝 환담   꽉 막힌  대화의 문  열기를,-1
한겨레,20191104, 사설  베를린  집세 동결  파격  우리도  발상의 전환  할 때,0
한겨레,20191106, 사설   분양가 상한제  찔끔 지정   집값 불안  잡을 수 있겠나,-2
한겨레,20191108, 사설   반환점  문재인 정부  깊은 성찰로 성공 발판 마련해야,1
한겨레,20191108, 사설  삐걱거리는 법무부 검찰   개혁  속도내야,0
한겨레,20191110, 사설  청와대 회동  상설협의체  복원 공감  협치 계기 돼야,0
한겨레,20191114, 사설  조국 전 장관 소환   실체적 진실  가리는 계기로,1
한겨레,20191119, 사설  봇물처럼 쏟아진  국민 목소리   문 대통령 새겨들어야,0
한겨레,20191120, 사설   집값 잡겠다 는 약속  말 아닌 정책으로 보여달라,1
한겨레,20191120, 사설  황 대표의 명분없는  단식   국민 지지 받을 수 있나,-1
한겨레,20191120, 안재승 칼럼  조선일보는 아베의 수석대변인인가,0
한겨레,20191121, 사설  인헌고 논란   학교 민주시민교육  논의 계기로,0
한겨레,20191121, 사설  저소득층  소득 증가   복지정책만으론 한계 있다,1
한겨레,20191121,익명 보도 출입처 의존  낡은 관행 부터 탈피를,-1
한겨레,20191126, 사설  주목할만한 한 아세안 정상들의  북 미 대화  촉구,0
한겨레,20191126, 사설  선거법 부의  여야 진정성 갖고 협상 나설 때다,1
한겨레,20191128, 사설   북 미 정상회담 자제  나경원  어느 나라 의원인가,1
한겨레,20191202, 사설   필리버스터  철회하고  원포인트 본회의  열라,0
한겨레,20191202, 사설   김진표 총리설 에 대한 시민사회단체들의 우려,0
한겨레,20191203, 조선 동아  지소미아  친일논조 뿌리엔 반민족 100년 역사 있다 ,0
한겨레,20191204, 사설  공수처법도 부의   4 1 공조 로 패스트트랙 완수해야,-1
한겨레,20191205, 사설  추미애 새 법무  검찰개혁 강단 있게 추진하길,0
한겨레,20191205, 사설   한 중 관계 정상화  기대 높인 왕이 방한,1
한겨레,20191206, 사설   총리 부적격론 이  진영논리 라는 김진표의 궤변,-1
한겨레,20191208, 사설  북한  위험천만한  중대 시험  자제하고 대화 나서야,-1
한겨레,20191209, 사설  사외이사는  거수기   상법 시행령 반대 명분 없다,-1
한겨레,20191210, 사설  북 미   극한 대치  끝내고 파국 막아야,0
한겨레,20191211, 안재승 칼럼  민주노총 때려 김진표 구하려는 치졸한 발상,-1
한겨레,20191212, 사설  청와대에  다주택자 가 이렇게 많아서야,0
한겨레,20191215, 사설   강 대 강 대치  반전의 계기 돼야 할 비건 방한,0
한겨레,20191216, 사설  정부 고강도  집값 대책   마지막이란 각오로 임해야,-1
한겨레,20191217, 사설   집값 급등  잡자는데  서민  팔아 반대하나,0
한겨레,20191217, 사설  정세균 국무총리 후보자에 대한 기대와 우려,1
한겨레,20191217, 사설  국회 폭력집회 조장  자유한국당 제정신인가,-1
한겨레,20191219, 사설  경악스러운 자유한국당의  언론 삼진아웃제 ,1
한겨레,20191219, 사설  내년 경제정책  경기반등 개혁성과 얻기엔 역부족,0
한겨레,20191222, 사설   중대한 시기  한 중  한 일 정상회담을 주목한다,2
한겨레,20191223, 사설   대화로 긴장 해결  한 중 정상 뜻  북한 경청해야,-1
한겨레,20191224, 사설  15개월 만의 한 일 정상회담  후속 조처로 이어져야,1
한겨레,20191225,일 언론들  한 일 정상회담  대화 지속 공감 구체 성과는 안 보여 ,0
한겨레,20191225, 사설  조용히 지나간 성탄절  북 미  대화의 문  열어야,-1
한겨레,20191226, 사설  남북 철도 착공식 1년   제재 면제  적극 검토해야,-1
한겨레,20191230, 사설   총선용  논란 부른 이광재 등 정치인 사면 유감,0
한겨레,20191231, 신년 사설  대립과 반목 넘어  민의 기반한 정치 의 해 되길,-1
한겨레,20191231, 하종강 칼럼   비정규직의 정규직화  냉소하던 당신에게,-1
한겨레,20191231, 사설  조국 전 장관 기소   실체적 진실  법정에서 가려지길,1
한겨레,20200101, 사설  전셋값 불안  정부 방심 말고  근본 대책  서둘러야,-1
한겨레,20200101, 사설  송병기 구속영장 기각   검찰 수사  의문 커져,-1
한겨레,20200102, 사설  기업은행장에 전직 청와대 경제수석   내로남불  아닌가,0
한겨레,20200107, 사설   확실한 변화  약속 문 대통령  국민 체감 성과 내야,-1
한겨레,20200109, 사설   혁신  없는  총선용 몸불리기 론 보수 재정립 어렵다,1
한겨레,20200112, 사설  북 미  친서 탐색전  넘어 본격 대화 모색해야,-2
한겨레,20200113, 사설  정세균 새 총리   민생 과  협치  국민 기대 채우길,1
한겨레,20200114, 사설   남북관계로 북 미 관계 견인   실천으로 이어져야,0
한겨레,20200114, 사설   검찰이 앞장서 개혁하라  촉구한 문 대통령,0
한겨레,20200114, 사설   사후 약방문 으론  급등 집값 원상회복  힘들다,-2
한겨레,20200115, 사설  수사권 조정 이후   경찰 개혁  입법도 속도 내야,1
한겨레,20200115, 사설  소재 부품 장비 업체  대기업 내수 의존 탈피해야,-2
한겨레,20200116, 사설  경솔하기 짝이 없는 청와대 정무수석의  주택거래 허가제  발언,1
한겨레,20200117, 사설  오만하기 짝이 없는 해리스 대사의  주권침해  발언,-1
한겨레,20200117, 사설  자유한국당의  주택 공약   부동산 투기 조장하겠다는 건가,0
한겨레,20200119, 사설  미국  남북관계 개선  지지  말 아닌 행동 보여야,1
한겨레,20200121, 사설   공정경제 3법  시행령  가시적 성과를 기대한다,1
한겨레,20200122, 사설   반문재인 만 내세운 황교안 대표 새해 회견  실망스럽다,-2
한겨레,20200123, 사설  검찰 인사 일단락   공정 신속 수사 로 신뢰 되찾길,1
한겨레,20200123,한국 사회 주요 개혁 과제와 한겨레,0
한겨레,20200129, 사설  감염병까지  정치공세  활용  무책임한 자유한국당,-2
한겨레,20200131, 사설  권력기관 개혁   20대 국회  아직 할 일 남았다,0
한겨레,20200202, 사설   최저 지지율 민주당   민심 뜻 새겨 변화해야,-2
한겨레,20200207, 사설   원세훈 공작  유죄  법 고치지 않으면 재발한다,-2
한겨레,20200210, 사설  과도한 불안 공포  경제 더 악화시킬 수 있다,-2
한겨레,20200212, 사설   고용 연장   혼란 막을 치밀한 준비 필요하다,0
한겨레,20200212, 안재승 칼럼  이성 잃은 조선 중앙의  코로나19  보도,-1
한겨레,20200214, 고용 연장 이 경제 발목을 잡는다 ,0
한겨레,20200217, 사설   미래 비전  없는 미래통합당   도로 새누리당  아닌가,0
한겨레,20200220, 사설   총선 이기면 대통령 탄핵  발언  오만하다,0
한겨레,20200221, 사설  국민 생명 건강 아랑곳않는 정치집회 괜찮은가,1
한겨레,20200223, 사설  코로나19  심각  격상  온 국민이  방역 주체 다,0
한겨레,20200223, 사설  코로나 대응  긴급 추경   빠를수록 좋다,1
한겨레,20200224, 사설  정책 한계 메우는 자발적  임대료 인하  주목한다,-1
한겨레,20200224, 사설  민주당의  위성정당  군불때기  명분 없다,0
한겨레,20200225, 사설  대구 경북 주민 상처 준 민주당의 어이없는 실언,-1
한겨레,20200226, 사설  국민에게 용기 주는 대통령 여야대표 만남 돼야,1
한겨레,20200228, 사설  대통령 여야  코로나 회동   국가 역량 모으는 계기로,0
한겨레,20200301, 사설  홍범도 유해 봉환   3 1정신  되살리는 계기되길,-1
한겨레,20200302, 성한용 칼럼  그들이  문재인 탄핵 을 꺼내든 이유,0
한겨레,20200302, 사설  북한  지금 미사일 발사하며 긴장 높일 때인가,0
한겨레,20200303, 사설  마스크 혼란  노약자 취약계층 공급이 우선이다,0
한겨레,20200304, 사설  무례하기 짝이 없는 김여정의 청와대 비난,-1
한겨레,20200308, 사설   KT 특혜  인터넷은행법 개정 무산은 사필귀정,1
한겨레,20200308, 사설  민주당의 비례정당 참여 추진  누더기 된 선거법,1
한겨레,20200310, 방심위  솜방망이  심의 종편들  총선 앞 정당 홍보매체로 뛰어 ,1
한겨레,20200313, 사설   비상경제 시국  선언  가용 정책수단 총동원할 때다,1
한겨레,20200315, 사설  대구 경북 특별재난지역 선포  신속 전폭 지원을,-1
한겨레,20200316, 사설  코로나발 경제위기 대응  지금은 실탄 아낄 때 아니다,-2
한겨레,20200317, 사설   전관특혜 근절 방안  실효성이 의심되는 이유,-1
한겨레,20200318, 사설   코로나 극복  노사정 논의 상설화 필요하다,-1
한겨레,20200319, 사설  50조 비상경제대책  위기 극복의 전기 마련하자,-1
한겨레,20200320, 사설  다행스러운 한 미  통화스와프   증시안정기금도 속도 내야,1
한겨레,20200322, 사설  트럼프 대북 친서  남북미  코로나 협력  물꼬 트길,0
한겨레,20200323, 사설   사회적 거리두기  강화   경제적 지원 에 성패 달렸다,-1
한겨레,20200323, 사설  이젠 비례정당 간 선명성 경쟁까지 벌이는 정치현실,1
한겨레,20200325, 사설  G20 정상회의  코로나19  국제 공조  출발점 돼야,1
한겨레,20200326, 사설  탈법 꼼수 속 막 오른 총선  유권자가 심판해야,-2
한겨레,20200329, 사설  정부  재난생계비   위기극복 위한 구명조끼 돼야,-1
한겨레,20200329, 사설   가짜 뉴스 까지 동원해 지역감정 자극한 황교안 대표,-2
한겨레,20200330, 사설  사상 초유  재난지원금   위기 극복의  마중물  되길,-2
한겨레,20200330, 왜냐면  두산중공업 사태와  X맨  보수언론   석광훈,0
한겨레,20200402, 사설   실업 대란 으로 이어질  코로나발 정리해고  막아야,-1
한겨레,20200412, 사설   코로나 위기  속 빛난  역대 최고  사전투표율,1
한겨레,20200414, 사설  내 삶과 사회 바꿀 투표  유권자 냉철한 판단을,0
한겨레,20200414, 사설   코로나 방역  앞장서 이끄는 한국의 진단키트 미국 수출,0
한겨레,20200416, 사설   문재인 정부  힘 실은 민심  야당을 심판했다,1
한겨레,20200416, 사설  180석 민주당  낮은 자세로  경제난 극복  힘 모아야,0
한겨레,20200416, 사설  세월호 6주기  희생자들에게 제대로 빚 갚으려면,-1
한겨레,20200416,한국 총선 외신 반응  일  대일 강경노선 유지  미  공정 선거 가능 보여   ,1
한겨레,20200416, 사설  심판받은 통합당   정부 발목잡기 로는 미래 없다,0
한겨레,20200417, 사설   국민 안전 이  진짜 안보   국방비 삭감한  추경  옳다,2
한겨레,20200419, 사설   고용 충격  대응  실업급여 사각지대부터 줄여야,-1
한겨레,20200420, 김이택 칼럼  미래통합당의 참패  보수언론의 책임,0
한겨레,20200421, 사설  긴급재난지원금 혼선  대통령이 정리할 때다,-1
한겨레,20200426, 사설   판문점 선언  2주년  방역 철도 남북협력 재개를,0
한겨레,20200427, 사설  코로나 100일   생활방역 전환  빈틈없이 준비해야,-1
한겨레,20200427, 사설  문 대통령  코로나 공동 대처   김 위원장 적극 호응하길,1
한겨레,20200430, 사설  대형 화재 재발 방지   뼈저린 반성 으론 부족하다,-2
한겨레,20200507, 사설   슈퍼 여당  김태년 원내대표   국민 뜻  받드는 정치 펴길,1
한겨레,20200510, 사설  고용보험 단계적 확대하되  취약층 보호 서둘러야,0
한겨레,20200510, 사설  문재인 정부  경제도  국격 도약  기회 삼아 총력을,1
한겨레,20200511, 사설  과도한  국가부채 공포  조장   위기 극복  발목 잡는다,-2
한겨레,20200512, 사설  친일세력의  위안부 고수익  모욕  용납할 수 없다,-2
한겨레,20200512,박지원  마라톤으로 200만표 확보했지만  안철수 시대는 지났다 ,0
한겨레,20200512, 사설  첫발 뗀  한국형 실업부조   고용안전망 강화 더 속도내야,0
한겨레,20200513,요금인가제 폐지 등 본회의 앞둔  통신 법안들  논란,0
한겨레,20200514, 사설  코로나 이후  그린 뉴딜 은 선택 아닌 필수다,1
한겨레,20200517, 사설   5 18 정신   더 크고 깊은 민주주의로 승화하려면,-1
한겨레,20200518, 국민이 만든 한겨레가 없었다면  촛불 혁명  가능했을까요 ,0
한겨레,20200518, 한겨레만의 독보적 가치  잃어버린 건 아닌가 ,0
한겨레,20200520, 정의연  논란 기회 삼아 일본 우익 언론  소녀상 철거를 ,1
한겨레,20200520, 사설   가해자  일본이 무슨 염치로 끼어드나,-1
한겨레,20200521, 사설   코로나발 양극화   일자리 지켜야 완화할 수 있다,-1
한겨레,20200522, 사설   김종인 비대위   마지막 기회란 각오로 혁신 나서야,1
한겨레,20200525, 사설   전시 재정  뒷받침할  세수 확대  공론화 필요하다,-1
한겨레,20200528, 사설  대통령 여야  상생 협력  다짐  실천으로 이어져야,-1
한겨레,20200601, 사설  과감하고 신속한  경제 방역 으로 민생 살려야,0
한겨레,20200602, 사설  G7 참석하는 한국  미 중 신냉전 속 치밀한 전략으로 성과를,0
한겨레,20200605, 사설  질본 승격  명실상부한 컨트롤타워로 만들어야,-1
한겨레,20200608, 사설  남북연락사무소 전화 한때 불통  대화로 사태 악화 막아야,-1
한겨레,20200609, 사설  남북관계는  대적 관계  아니다  역지사지하자,-1
한겨레,20200610, 박찬수 칼럼  보수 야당이 버려야할 것,0
한겨레,20200610, 사설  6월 항쟁 33돌  민주화 넘어 불평등 해소해야,-2
한겨레,20200611, 사설  손영미 소장 죽음에  도 넘은 음모론  펼친 곽상도,-2
한겨레,20200615, 사설  남북  담대한 용기와 결단으로 돌파구 찾을 때다,1
한겨레,20200617, 사설  북의 거듭된 도발  정부 단호하되 냉철한 대응을,1
한겨레,20200617, 사설  21번째 집값 대책   충격 요법  아닌  근본 대책  나와야,-1
한겨레,20200618, 사설   외교안보 라인  문제 있지만  위기 대응 이 먼저다,-1
한겨레,20200621, 사설  남북 전단 살포 모두 백해무익하고 시대착오적이다,-1
한겨레,20200622, 사설  한반도 위기 속 일방적 폭로 나선 볼턴의 파렴치,-1
한겨레,20200622, 김이택 칼럼   볼턴   부부장 김여정 을 보는 분노와 참담함,-1
한겨레,20200622, 사설   집값 대책 준비돼 있다 는 청와대 장담 공허하다,-1
한겨레,20200623, 사설   한반도 평화  안중에 없는 보수언론의 볼턴 보도,-1
한겨레,20200623, 사설  현대차 엘지 삼성 SK  배터리 동맹  기대된다,1
한겨레,20200624, 사설   끝나지 않은 전쟁  70년에 다짐하는  한반도 평화 ,-2
한겨레,20200625, 사설   노동시장 양극화  심화가 부른  정규직 전환  갈등,-2
한겨레,20200626, 사설  문 대통령  가장 슬픈 전쟁 끝내자   북한 호응 기대한다,-1
한겨레,20200628, 사설  유치원 집단 식중독  관리 책임 엄중히 물어야,-2
한겨레,20200629, 사설  조롱받는 집값 대책  정부 뼈아프게 받아들여야,-1
